Time (s), voltage (V)
-303.000E-03,+230.857E-03
-300.500E-03,+225.204E-03
-298.000E-03,+231.171E-03
-295.500E-03,+220.650E-03
-293.000E-03,+218.766E-03
-290.500E-03,+216.253E-03
-288.000E-03,+216.253E-03
-285.500E-03,+220.807E-03
-283.000E-03,+223.006E-03
-280.500E-03,+227.560E-03
-278.000E-03,+237.767E-03
-275.500E-03,+224.733E-03
-273.000E-03,+218.452E-03
-270.500E-03,+219.551E-03
-268.000E-03,+215.782E-03
-265.500E-03,+220.179E-03
-263.000E-03,+234.469E-03
-260.500E-03,+228.345E-03
-258.000E-03,+230.072E-03
-255.500E-03,+232.271E-03
-253.000E-03,+215.939E-03
-250.500E-03,+215.311E-03
-248.000E-03,+213.584E-03
-245.500E-03,+220.179E-03
-243.000E-03,+222.378E-03
-240.500E-03,+223.791E-03
-238.000E-03,+230.700E-03
-235.500E-03,+226.146E-03
-233.000E-03,+220.807E-03
-230.500E-03,+212.955E-03
-228.000E-03,+210.914E-03
-225.500E-03,+217.195E-03
-223.000E-03,+224.105E-03
-220.500E-03,+224.890E-03
-218.000E-03,+229.287E-03
-215.500E-03,+227.403E-03
-213.000E-03,+219.237E-03
-210.500E-03,+215.939E-03
-208.000E-03,+213.741E-03
-205.500E-03,+215.782E-03
-203.000E-03,+216.410E-03
-200.500E-03,+225.832E-03
-198.000E-03,+228.345E-03
-195.500E-03,+223.634E-03
-193.000E-03,+219.865E-03
-190.500E-03,+218.138E-03
-188.000E-03,+212.955E-03
-185.500E-03,+213.427E-03
-183.000E-03,+222.220E-03
-180.500E-03,+225.832E-03
-178.000E-03,+227.403E-03
-175.500E-03,+226.146E-03
-173.000E-03,+217.666E-03
-170.500E-03,+218.923E-03
-168.000E-03,+214.212E-03
-165.500E-03,+218.923E-03
-163.000E-03,+226.932E-03
-160.500E-03,+223.477E-03
-158.000E-03,+224.419E-03
-155.500E-03,+224.890E-03
-153.000E-03,+216.410E-03
-150.500E-03,+212.170E-03
-148.000E-03,+215.939E-03
-145.500E-03,+222.220E-03
-143.000E-03,+220.807E-03
-140.500E-03,+227.403E-03
-138.000E-03,+225.675E-03
-135.500E-03,+223.006E-03
-133.000E-03,+222.063E-03
-130.500E-03,+222.535E-03
-128.000E-03,+216.881E-03
-125.500E-03,+218.295E-03
-123.000E-03,+226.146E-03
-120.500E-03,+227.717E-03
-118.000E-03,+231.643E-03
-115.500E-03,+230.700E-03
-113.000E-03,+219.080E-03
-110.500E-03,+221.435E-03
-108.000E-03,+217.981E-03
-105.500E-03,+217.509E-03
-103.000E-03,+219.551E-03
-100.500E-03,+223.006E-03
-98.000E-03,+227.089E-03
-95.500E-03,+224.262E-03
-93.000E-03,+220.336E-03
-90.500E-03,+216.410E-03
-88.000E-03,+210.757E-03
-85.500E-03,+214.526E-03
-83.000E-03,+220.336E-03
-80.500E-03,+223.320E-03
-78.000E-03,+228.973E-03
-75.500E-03,+226.774E-03
-73.000E-03,+220.807E-03
-70.500E-03,+217.823E-03
-68.000E-03,+214.840E-03
-65.500E-03,+217.666E-03
-63.000E-03,+223.320E-03
-60.500E-03,+224.890E-03
-58.000E-03,+231.486E-03
-55.500E-03,+229.915E-03
-53.000E-03,+222.849E-03
-50.500E-03,+220.650E-03
-48.000E-03,+221.592E-03
-45.500E-03,+217.038E-03
-43.000E-03,+225.518E-03
-40.500E-03,+228.816E-03
-38.000E-03,+228.816E-03
-35.500E-03,+228.188E-03
-33.000E-03,+225.204E-03
-30.500E-03,+220.179E-03
-28.000E-03,+213.584E-03
-25.500E-03,+218.138E-03
-23.000E-03,+226.146E-03
-20.500E-03,+225.832E-03
-18.000E-03,+228.031E-03
-15.500E-03,+226.932E-03
-13.000E-03,+220.179E-03
-10.500E-03,+223.791E-03
-8.000E-03,+216.724E-03
-5.500E-03,+216.096E-03
-3.000E-03,+223.634E-03
-500E-06,+214.369E-03
+2.000E-03,+160.663E-03
+4.500E-03,+112.610E-03
+7.000E-03,+95.964E-03
+9.500E-03,+91.410E-03
+12.000E-03,+88.269E-03
+14.500E-03,+85.443E-03
+17.000E-03,+87.955E-03
+19.500E-03,+88.898E-03
+22.000E-03,+98.320E-03
+24.500E-03,+96.592E-03
+27.000E-03,+89.683E-03
+29.500E-03,+93.138E-03
+32.000E-03,+92.195E-03
+34.500E-03,+87.798E-03
+37.000E-03,+92.981E-03
+39.500E-03,+85.914E-03
+42.000E-03,+88.112E-03
+44.500E-03,+94.551E-03
+47.000E-03,+93.766E-03
+49.500E-03,+85.129E-03
+52.000E-03,+66.285E-03
+54.500E-03,+66.913E-03
+57.000E-03,+44.457E-03
+59.500E-03,+17.133E-03
+62.000E-03,-14.903E-03
+64.500E-03,-68.609E-03
+67.000E-03,-128.125E-03
+69.500E-03,-165.970E-03
+72.000E-03,-183.715E-03
+74.500E-03,-186.542E-03
+77.000E-03,-186.856E-03
+79.500E-03,-191.253E-03
+82.000E-03,-209.312E-03
+84.500E-03,-251.084E-03
+87.000E-03,-328.188E-03
+89.500E-03,-443.923E-03
+92.000E-03,-638.803E-03
+94.500E-03,-861.479E-03
+97.000E-03,-1.100958E+00
+99.500E-03,-1.355512E+00
+102.000E-03,-1.623414E+00
+104.500E-03,-1.926806E+00
+107.000E-03,-2.201303E+00
+109.500E-03,-2.412673E+00
+112.000E-03,-2.505166E+00
+114.500E-03,-2.516787E+00
+117.000E-03,-2.438584E+00
+119.500E-03,-2.340279E+00
+122.000E-03,-2.137547E+00
+124.500E-03,-1.757679E+00
+127.000E-03,-1.189840E+00
+129.500E-03,-693.923E-03
+132.000E-03,-282.648E-03
+134.500E-03,-61.542E-03
+137.000E-03,+77.277E-03
+139.500E-03,+140.091E-03
+142.000E-03,+177.151E-03
+144.500E-03,+200.864E-03
+147.000E-03,+205.104E-03
+149.500E-03,+208.558E-03
+152.000E-03,+209.344E-03
+154.500E-03,+211.699E-03
+157.000E-03,+216.567E-03
+159.500E-03,+214.212E-03
+162.000E-03,+220.179E-03
+164.500E-03,+223.163E-03
+167.000E-03,+225.518E-03
+169.500E-03,+227.403E-03
+172.000E-03,+220.179E-03
+174.500E-03,+215.782E-03
+177.000E-03,+214.212E-03
+179.500E-03,+223.948E-03
+182.000E-03,+225.204E-03
+184.500E-03,+230.700E-03
+187.000E-03,+224.262E-03
+189.500E-03,+222.220E-03
+192.000E-03,+210.757E-03
+194.500E-03,+217.352E-03
+197.000E-03,+222.063E-03
+199.500E-03,+215.311E-03
+202.000E-03,+223.477E-03
+204.500E-03,+232.585E-03
+207.000E-03,+223.477E-03
+209.500E-03,+217.823E-03
+212.000E-03,+219.237E-03
+214.500E-03,+215.468E-03
+217.000E-03,+218.295E-03
+219.500E-03,+218.609E-03
+222.000E-03,+226.932E-03
+224.500E-03,+227.246E-03
+227.000E-03,+224.576E-03
+229.500E-03,+224.576E-03
+232.000E-03,+216.253E-03
+234.500E-03,+219.865E-03
+237.000E-03,+219.394E-03
+239.500E-03,+219.551E-03
+242.000E-03,+227.246E-03
+244.500E-03,+225.832E-03
+247.000E-03,+221.121E-03
+249.500E-03,+226.303E-03
+252.000E-03,+224.262E-03
+254.500E-03,+217.352E-03
+257.000E-03,+220.964E-03
+259.500E-03,+225.832E-03
+262.000E-03,+225.361E-03
+264.500E-03,+230.072E-03
+267.000E-03,+230.386E-03
+269.500E-03,+229.130E-03
+272.000E-03,+221.121E-03
+274.500E-03,+220.964E-03
+277.000E-03,+215.782E-03
+279.500E-03,+216.410E-03
+282.000E-03,+219.551E-03
+284.500E-03,+234.783E-03
+287.000E-03,+231.643E-03
+289.500E-03,+228.188E-03
+292.000E-03,+218.138E-03
+294.500E-03,+214.212E-03
+297.000E-03,+214.683E-03
+299.500E-03,+218.923E-03
+302.000E-03,+224.890E-03
+304.500E-03,+230.072E-03
+307.000E-03,+228.659E-03
+309.500E-03,+226.774E-03
+312.000E-03,+223.320E-03
+314.500E-03,+212.798E-03
+317.000E-03,+219.237E-03
+319.500E-03,+219.551E-03
+322.000E-03,+225.675E-03
+324.500E-03,+232.742E-03
+327.000E-03,+227.403E-03
+329.500E-03,+226.617E-03
+332.000E-03,+218.138E-03
+334.500E-03,+212.955E-03
+337.000E-03,+217.981E-03
+339.500E-03,+218.923E-03
+342.000E-03,+224.419E-03
+344.500E-03,+229.130E-03
+347.000E-03,+226.146E-03
+349.500E-03,+225.361E-03
+352.000E-03,+220.179E-03
+354.500E-03,+219.080E-03
+357.000E-03,+223.634E-03
+359.500E-03,+214.840E-03
+362.000E-03,+218.923E-03
+364.500E-03,+225.047E-03
+367.000E-03,+223.791E-03
+369.500E-03,+227.403E-03
+372.000E-03,+227.560E-03
+374.500E-03,+216.096E-03
+377.000E-03,+216.410E-03
+379.500E-03,+214.840E-03
+382.000E-03,+227.246E-03
+384.500E-03,+226.146E-03
+387.000E-03,+222.849E-03
+389.500E-03,+230.229E-03
+392.000E-03,+223.477E-03
+394.500E-03,+213.269E-03
+397.000E-03,+222.220E-03
+399.500E-03,+223.006E-03
+402.000E-03,+223.634E-03
+404.500E-03,+232.114E-03
+407.000E-03,+228.345E-03
+409.500E-03,+230.857E-03
+412.000E-03,+223.163E-03
+414.500E-03,+215.625E-03
+417.000E-03,+220.807E-03
+419.500E-03,+219.865E-03
+422.000E-03,+223.163E-03
+424.500E-03,+232.899E-03
+427.000E-03,+228.031E-03
+429.500E-03,+224.890E-03
+432.000E-03,+221.435E-03
+434.500E-03,+216.253E-03
+437.000E-03,+217.981E-03
+439.500E-03,+222.378E-03
+442.000E-03,+225.832E-03
+444.500E-03,+230.543E-03
+447.000E-03,+221.435E-03
+449.500E-03,+222.849E-03
+452.000E-03,+219.551E-03
+454.500E-03,+205.732E-03
+457.000E-03,+214.526E-03
+459.500E-03,+222.849E-03
+462.000E-03,+225.832E-03
+464.500E-03,+230.386E-03
+467.000E-03,+226.774E-03
+469.500E-03,+223.006E-03
+472.000E-03,+209.658E-03
+474.500E-03,+210.757E-03
+477.000E-03,+218.609E-03
+479.500E-03,+225.675E-03
+482.000E-03,+231.014E-03
+484.500E-03,+235.097E-03
+487.000E-03,+231.329E-03
+489.500E-03,+228.188E-03
+492.000E-03,+215.782E-03
+494.500E-03,+212.798E-03
+497.000E-03,+215.625E-03
+499.500E-03,+214.526E-03
+502.000E-03,+228.031E-03
+504.500E-03,+235.883E-03
+507.000E-03,+233.527E-03
+509.500E-03,+221.278E-03
+512.000E-03,+217.352E-03
+514.500E-03,+212.327E-03
+517.000E-03,+208.872E-03
+519.500E-03,+218.295E-03
+522.000E-03,+230.229E-03
+524.500E-03,+234.626E-03
+527.000E-03,+231.171E-03
+529.500E-03,+227.560E-03
+532.000E-03,+214.683E-03
+534.500E-03,+203.219E-03
+537.000E-03,+214.212E-03
+539.500E-03,+221.121E-03
+542.000E-03,+227.246E-03
+544.500E-03,+231.800E-03
+547.000E-03,+234.940E-03
+549.500E-03,+224.733E-03
+552.000E-03,+214.683E-03
+554.500E-03,+208.872E-03
+557.000E-03,+215.939E-03
+559.500E-03,+219.080E-03
+562.000E-03,+228.973E-03
+564.500E-03,+238.709E-03
+567.000E-03,+229.130E-03
+569.500E-03,+226.303E-03
+572.000E-03,+216.881E-03
+574.500E-03,+206.831E-03
+577.000E-03,+205.104E-03
+579.500E-03,+213.427E-03
+582.000E-03,+220.493E-03
+584.500E-03,+217.666E-03
+587.000E-03,+214.055E-03
+589.500E-03,+206.203E-03
+592.000E-03,+197.252E-03
+594.500E-03,+184.532E-03
+597.000E-03,+192.698E-03
+599.500E-03,+198.351E-03
+602.000E-03,+205.261E-03
+604.500E-03,+212.641E-03
+607.000E-03,+208.401E-03
+609.500E-03,+202.748E-03
+612.000E-03,+197.095E-03
+614.500E-03,+192.384E-03
+617.000E-03,+199.136E-03
+619.500E-03,+209.501E-03
+622.000E-03,+209.972E-03
+624.500E-03,+224.419E-03
+627.000E-03,+225.361E-03
+629.500E-03,+220.336E-03
+632.000E-03,+213.269E-03
+634.500E-03,+208.558E-03
+637.000E-03,+213.741E-03
+639.500E-03,+213.269E-03
+642.000E-03,+224.105E-03
+644.500E-03,+233.684E-03
+647.000E-03,+227.560E-03
+649.500E-03,+215.782E-03
+652.000E-03,+209.972E-03
+654.500E-03,+202.905E-03
+657.000E-03,+202.277E-03
+659.500E-03,+211.699E-03
+662.000E-03,+227.246E-03
+664.500E-03,+222.692E-03
+667.000E-03,+217.823E-03
+669.500E-03,+215.311E-03
+672.000E-03,+207.930E-03
+674.500E-03,+200.079E-03
+677.000E-03,+204.318E-03
+679.500E-03,+212.013E-03
+682.000E-03,+213.741E-03
+684.500E-03,+215.782E-03
+687.000E-03,+202.120E-03
+689.500E-03,+192.698E-03
+692.000E-03,+183.904E-03
+694.500E-03,+180.763E-03
+697.000E-03,+188.144E-03
+699.500E-03,+190.813E-03
+702.000E-03,+195.996E-03
+704.500E-03,+203.376E-03
+707.000E-03,+195.839E-03
+709.500E-03,+190.970E-03
+712.000E-03,+189.086E-03
+714.500E-03,+188.144E-03
+717.000E-03,+195.053E-03
+719.500E-03,+204.004E-03
+722.000E-03,+218.452E-03
+724.500E-03,+217.195E-03
+727.000E-03,+208.715E-03
+729.500E-03,+204.947E-03
+732.000E-03,+187.673E-03
+734.500E-03,+182.019E-03
+737.000E-03,+179.821E-03
+739.500E-03,+180.606E-03
+742.000E-03,+180.920E-03
+744.500E-03,+180.920E-03
+747.000E-03,+176.523E-03
+749.500E-03,+174.325E-03
+752.000E-03,+161.291E-03
+754.500E-03,+155.481E-03
+757.000E-03,+162.390E-03
+759.500E-03,+175.267E-03
+762.000E-03,+179.664E-03
+764.500E-03,+180.763E-03
+767.000E-03,+181.234E-03
+769.500E-03,+173.697E-03
+772.000E-03,+177.937E-03
+774.500E-03,+174.639E-03
+777.000E-03,+174.482E-03
+779.500E-03,+167.572E-03
+782.000E-03,+156.266E-03
+784.500E-03,+146.844E-03
+787.000E-03,+113.552E-03
+789.500E-03,+94.551E-03
+792.000E-03,+85.443E-03
+794.500E-03,+75.236E-03
+797.000E-03,+67.070E-03
+799.500E-03,+66.128E-03
+802.000E-03,+68.954E-03
+804.500E-03,+76.806E-03
+807.000E-03,+80.418E-03
+809.500E-03,+84.187E-03
+812.000E-03,+86.385E-03
+814.500E-03,+77.434E-03
+817.000E-03,+94.551E-03
+819.500E-03,+120.619E-03
+822.000E-03,+150.612E-03
+824.500E-03,+170.556E-03
+827.000E-03,+174.325E-03
+829.500E-03,+160.035E-03
+832.000E-03,+143.075E-03
+834.500E-03,+124.545E-03
+837.000E-03,+109.312E-03
+839.500E-03,+102.089E-03
+842.000E-03,+100.675E-03
+844.500E-03,+95.964E-03
+847.000E-03,+83.872E-03
+849.500E-03,+62.673E-03
+852.000E-03,+63.144E-03
+854.500E-03,+57.805E-03
+857.000E-03,+74.293E-03
+859.500E-03,+92.823E-03
+862.000E-03,+100.204E-03
+864.500E-03,+102.874E-03
+867.000E-03,+109.783E-03
+869.500E-03,+110.254E-03
+872.000E-03,+125.801E-03
+874.500E-03,+130.512E-03
+877.000E-03,+130.041E-03
+879.500E-03,+110.097E-03
+882.000E-03,+78.062E-03
+884.500E-03,+46.184E-03
+887.000E-03,+7.553E-03
+889.500E-03,-14.589E-03
+892.000E-03,-39.086E-03
+894.500E-03,-58.872E-03
+897.000E-03,-61.856E-03
+899.500E-03,-67.823E-03
+902.000E-03,-77.560E-03
+904.500E-03,-60.129E-03
+907.000E-03,-34.375E-03
+909.500E-03,-24.482E-03
+912.000E-03,-23.068E-03
+914.500E-03,-22.911E-03
+917.000E-03,+15.876E-03
+919.500E-03,+71.310E-03
+922.000E-03,+123.602E-03
+924.500E-03,+175.581E-03
+927.000E-03,+188.144E-03
+929.500E-03,+198.194E-03
+932.000E-03,+201.335E-03
+934.500E-03,+203.376E-03
+937.000E-03,+207.930E-03
+939.500E-03,+213.269E-03
+942.000E-03,+220.022E-03
+944.500E-03,+216.881E-03
+947.000E-03,+212.955E-03
+949.500E-03,+208.872E-03
+952.000E-03,+203.690E-03
+954.500E-03,+195.996E-03
+957.000E-03,+208.715E-03
+959.500E-03,+220.336E-03
+962.000E-03,+212.641E-03
+964.500E-03,+224.733E-03
+967.000E-03,+218.609E-03
+969.500E-03,+211.542E-03
+972.000E-03,+209.030E-03
+974.500E-03,+210.757E-03
+977.000E-03,+217.352E-03
+979.500E-03,+218.295E-03
+982.000E-03,+221.121E-03
+984.500E-03,+223.948E-03
+987.000E-03,+211.071E-03
+989.500E-03,+202.591E-03
+992.000E-03,+204.790E-03
+994.500E-03,+200.236E-03
+997.000E-03,+208.087E-03
+999.500E-03,+209.658E-03
+1.002000E+00,+210.443E-03
+1.004500E+00,+218.923E-03
+1.007000E+00,+212.798E-03
+1.009500E+00,+212.013E-03
+1.012000E+00,+211.071E-03
+1.014500E+00,+208.087E-03
+1.017000E+00,+208.715E-03
+1.019500E+00,+214.369E-03
+1.022000E+00,+221.749E-03
+1.024500E+00,+227.717E-03
+1.027000E+00,+223.320E-03
+1.029500E+00,+223.006E-03
+1.032000E+00,+220.493E-03
+1.034500E+00,+210.914E-03
+1.037000E+00,+218.138E-03
+1.039500E+00,+222.692E-03
+1.042000E+00,+225.675E-03
+1.044500E+00,+232.899E-03
+1.047000E+00,+225.361E-03
+1.049500E+00,+221.749E-03
+1.052000E+00,+215.154E-03
+1.054500E+00,+215.311E-03
+1.057000E+00,+223.320E-03
+1.059500E+00,+226.774E-03
+1.062000E+00,+225.518E-03
+1.064500E+00,+230.700E-03
+1.067000E+00,+222.692E-03
+1.069500E+00,+222.535E-03
+1.072000E+00,+220.650E-03
+1.074500E+00,+218.138E-03
+1.077000E+00,+221.906E-03
+1.079500E+00,+222.535E-03
+1.082000E+00,+228.973E-03
+1.084500E+00,+224.262E-03
+1.087000E+00,+223.006E-03
+1.089500E+00,+216.881E-03
+1.092000E+00,+216.881E-03
+1.094500E+00,+214.840E-03
+1.097000E+00,+219.865E-03
+1.099500E+00,+226.774E-03
+1.102000E+00,+222.692E-03
+1.104500E+00,+226.146E-03
+1.107000E+00,+224.733E-03
+1.109500E+00,+215.154E-03
+1.112000E+00,+214.683E-03
+1.114500E+00,+213.427E-03
+1.117000E+00,+216.881E-03
+1.119500E+00,+223.006E-03
+1.122000E+00,+221.278E-03
+1.124500E+00,+224.576E-03
+1.127000E+00,+221.906E-03
+1.129500E+00,+218.766E-03
+1.132000E+00,+219.394E-03
+1.134500E+00,+218.609E-03
+1.137000E+00,+223.791E-03
+1.139500E+00,+225.361E-03
+1.142000E+00,+223.634E-03
+1.144500E+00,+232.114E-03
+1.147000E+00,+221.592E-03
+1.149500E+00,+217.038E-03
+1.152000E+00,+219.865E-03
+1.154500E+00,+221.906E-03
+1.157000E+00,+222.692E-03
+1.159500E+00,+227.246E-03
+1.162000E+00,+225.047E-03
+1.164500E+00,+227.560E-03
+1.167000E+00,+224.262E-03
+1.169500E+00,+220.493E-03
+1.172000E+00,+217.509E-03
+1.174500E+00,+213.269E-03
+1.177000E+00,+221.435E-03
+1.179500E+00,+232.428E-03
+1.182000E+00,+225.989E-03
+1.184500E+00,+228.345E-03
+1.187000E+00,+224.105E-03
+1.189500E+00,+218.923E-03
+1.192000E+00,+213.427E-03
+1.194500E+00,+210.757E-03
+1.197000E+00,+217.666E-03
+1.199500E+00,+223.006E-03
+1.202000E+00,+224.105E-03
+1.204500E+00,+229.601E-03
+1.207000E+00,+221.278E-03
+1.209500E+00,+216.096E-03
+1.212000E+00,+218.295E-03
+1.214500E+00,+211.071E-03
+1.217000E+00,+215.782E-03
+1.219500E+00,+225.832E-03
+1.222000E+00,+226.774E-03
+1.224500E+00,+226.932E-03
+1.227000E+00,+222.220E-03
+1.229500E+00,+216.567E-03
+1.232000E+00,+216.410E-03
+1.234500E+00,+214.526E-03
+1.237000E+00,+213.898E-03
+1.239500E+00,+216.253E-03
+1.242000E+00,+224.262E-03
+1.244500E+00,+226.303E-03
+1.247000E+00,+223.163E-03
+1.249500E+00,+217.509E-03
+1.252000E+00,+217.352E-03
+1.254500E+00,+209.501E-03
+1.257000E+00,+209.501E-03
+1.259500E+00,+218.923E-03
+1.262000E+00,+221.121E-03
+1.264500E+00,+227.717E-03
+1.267000E+00,+227.246E-03
+1.269500E+00,+217.509E-03
+1.272000E+00,+214.055E-03
+1.274500E+00,+210.286E-03
+1.277000E+00,+203.376E-03
+1.279500E+00,+204.318E-03
+1.282000E+00,+205.261E-03
+1.284500E+00,+209.815E-03
+1.287000E+00,+203.533E-03
+1.289500E+00,+196.310E-03
+1.292000E+00,+197.252E-03
+1.294500E+00,+187.673E-03
+1.297000E+00,+187.987E-03
+1.299500E+00,+192.855E-03
+1.302000E+00,+198.822E-03
+1.304500E+00,+200.393E-03
+1.307000E+00,+200.236E-03
+1.309500E+00,+194.739E-03
+1.312000E+00,+192.070E-03
+1.314500E+00,+187.830E-03
+1.317000E+00,+195.524E-03
+1.319500E+00,+200.707E-03
+1.322000E+00,+202.748E-03
+1.324500E+00,+200.079E-03
+1.327000E+00,+188.458E-03
+1.329500E+00,+173.225E-03
+1.332000E+00,+159.406E-03
+1.334500E+00,+151.398E-03
+1.337000E+00,+147.315E-03
+1.339500E+00,+144.174E-03
+1.342000E+00,+136.636E-03
+1.344500E+00,+134.752E-03
+1.347000E+00,+124.859E-03
+1.349500E+00,+116.536E-03
+1.352000E+00,+116.065E-03
+1.354500E+00,+117.949E-03
+1.357000E+00,+126.272E-03
+1.359500E+00,+131.611E-03
+1.362000E+00,+120.619E-03
+1.364500E+00,+118.263E-03
+1.367000E+00,+121.404E-03
+1.369500E+00,+102.717E-03
+1.372000E+00,+67.698E-03
+1.374500E+00,-5.166E-03
+1.377000E+00,-104.727E-03
+1.379500E+00,-207.742E-03
+1.382000E+00,-294.582E-03
+1.384500E+00,-359.124E-03
+1.387000E+00,-415.813E-03
+1.389500E+00,-464.808E-03
+1.392000E+00,-510.820E-03
+1.394500E+00,-563.427E-03
