Energy theoretical(eV),Theoretical amplitude (arbitrary unit),Theoretical derivative (arbitrary unit),Energy lab data (eV),Measured amplitude (arbitrary unit),Measured derivative (arbirary unit)
74.53906517,6.10207331,-0.65650569955539,71,52.1434091396739,-0.643745791847827
74.03726287,6.43150938,-0.718114575553391,70,52.7871549315217,0
73.53865127,6.7895696375,-0.995281366438537,69,52.7871549315217,0
73.03556124,7.29028577,-0.746401448422938,68,52.7871549315217,-1.28749158369565
72.5359116,7.663224985,-0.759946335196033,67,54.0746465152174,-0.643745791847827
72.03597872,8.043147145,-1.13721480511436,66,54.7183923070652,0
71.53593206,8.61180761,-1.07630726140258,65,54.7183923070652,-1.28749158369565
71.03593623,9.1499567525,-1.19365182669776,64,56.0058838907609,-0.643745791847827
70.53615104,9.7465262575,-1.1664470634223,63,56.6496296826087,-1.28749158369565
70.03673143,10.329072795,-1.28272116233463,62,57.9371212663043,-1.93123737554348
69.53436526,10.9734685125,-1.57834041088231,61,59.8683586418478,-1.28749158369565
69.0361749,11.75978249,-1.29864836963289,60,61.1558502255435,-1.28749158369565
68.53542816,12.4100764275,-1.67194294166912,59,62.4433418092391,-1.93123737554347
68.03241625,13.25108364,-1.73470913059258,58,64.3745791847826,-1.93123737554347
67.53393086,14.1158107975,-1.8741762270779,57,66.3058165603261,-1.28749158369565
67.03353659,15.0536378425,-2.16897201632792,56,67.5933081440217,-1.28749158369565
66.53465746,16.135692715,-2.28568694426528,55,68.8807997277174,-0.643745791847834
66.03430515,17.2793414575,-2.08616813544673,54,69.5245455195652,-1.28749158369564
65.5327381,18.325694655,-2.36830862276186,53,70.8120371032609,0
65.03321033,19.50873058,-2.88535559781748,52,70.8120371032609,0
64.53286488,20.952405125,-2.62308897393013,51,70.8120371032609,1.93123737554347
64.03193961,22.2663766775,-3.0684996371649,50,68.8807997277174,0.64374579184782
63.53066513,23.8045372375,-3.32810748471384,49,68.2370539358696,2.57498316739131
63.03207386,25.463902575,-3.19572518913745,48,65.6620707684783,1.93123737554347
62.53071624,27.06610375,-3.5333644873989,47,63.7308333929348,1.28749158369565
62.02965804,28.836525,-4.22325412407526,46,62.4433418092391,1.28749158369565
61.53176885,30.939237575,-3.77098580511068,45,61.1558502255435,0.643745791847827
61.02923869,32.834271675,-4.86556701638355,44,60.5121044336956,0
60.53025884,35.262091575,-4.91309645942817,43,60.5121044336956,1.28749158369565
60.0298103,37.720843525,-5.84909927002918,42,374413.45.00,-0.643745791847827
59.53068624,40.6402697,-6.24084094724193,41,59.8683586418478,0
59.02816839,43.776403675,-7.5018049405884,40,59.8683586418478,-1.93123737554347
58.52986944,47.5145452,-8.05973728447937,39,61.7995960173913,-1.93123737554348
58.02874564,51.553471375,-8.79216491262478,38,63.7308333929348,-3.21872895923913
57.52750809,55.960434575,-9.84808824469867,37,66.9495623521739,-4.50622054293478
57.02868379,60.8729003,-10.064932636046,36,71.4557828951087,-5.79371212663042
56.52794715,65.91278085,-9.37799399881983,35,77.2494950217391,-4.50622054293478
56.02784884,70.6026998,-7.93412633395494,34,81.7557155646739,-6.43745791847826
55.52647975,74.5806255,-4.90223814555654,33,88.1931734831522,-3.86247475108696
55.0262844,77.032702225,-1.60556665172048,32,92.0556482342391,-3.86247475108695
54.52747342,77.8335765,1.40373977550239,31,95.9181229853261,-0.643745791847834
54.02621285,77.1299371,3.37161947547422,30,96.5618687771739,0
53.52688945,75.4464086,3.24623660072717,29,96.5618687771739,3.21872895923913
53.02580722,73.819777125,1.2537473979712,28,93.3431398179348,5.14996633478262
52.52526991,73.192229775,-2.80029462803468,27,88.1931734831522,5.79371212663042
52.02555168,74.59158805,-10.044174901693,26,82.3994613565217,6.43745791847826
51.52509386,79.618273925,-18.7322419869807,25,75.9620034380435,7.72494950217391
51.0242608,89,54.5508905598022,24,68.2370539358696,7.08120371032609
50.52514721,61.772909175,-6.24807915100451,23,61.1558502255435,7.72494950217391
50.02456127,64.90060975,-16.1938609317648,22,53.4309007233696,5.79371212663043
49.52460641,72.996809225,-10.936169477979,21,47.6371885967391,6.43745791847826
49.0239547,78.472021175,-4.69732808834925,20,41.1997306782609,4.50622054293478
48.52300625,80.8251404,0.710937432561784,19,36.6935101353261,4.50622054293478
48.02370644,80.470169475,4.5171740781618,18,32.1872895923913,3.86247475108695
47.52326153,78.2095727,5.19052640459841,17,28.3248148413043,5.79371212663044
47.02212666,75.608418925,3.81768467550792,16,22.5311027146739,5.14996633478261
46.52219518,73.699838175,1.55993220276049,15,17.3811363798913,6.43745791847826
46.02235772,72.920125625,0.194941132636206,14,10.943678461413,4.50622054293478
45.52162271,72.822511775,2.0713948020248,13,6.43745791847826,4.50622054293478
45.0218254,71.787234225,8.28936637295458,12,1.93123737554348,1.93123737554348
44.52200046,67.644002175,14.7837676711741,11,0,-3.21872895923913
44.02129307,60.24166045,16.535535049725,10,3.21872895923913,
43.52147317,51.976870975,12.9424702823784,,,
43.02047749,45.492749275,6.69016955769386,,,
42.52005962,42.144868875,0.314050930284846,,,
42.02065774,41.98803125,-1.44417756781699,,,
41.52041619,42.710468875,8.92753904813583,,,
41.0199051,38.242136575,17.7126355348206,,,
40.51966557,29.3815761,12.0934502464636,,,
40.01916376,23.3287823625,3.79907320159876,,,
39.51896922,21.42850669,-8.8342746374259,,,
39.01863144,25.84862805,14.4361230916839,,,
38.51874113,18.6321500025,7.64050577394863,,,
38.01798936,14.8061532125,-0.848911073257604,,,
37.51796812,15.23062678,-1.84622330391892,,,
37.01748689,16.15462689,-2.49517255148925,,,
36.51723505,17.40284155,-3.10383618799811,,,
36.01703446,18.9553822425,-4.1429581976331,,,
35.51676829,21.0279640725,-4.97964147014245,,,
35.01637705,23.5197330425,-6.17591559505665,,,
34.51585447,26.61091825,-7.70682220560994,,,
34.0159698,30.463440525,-9.52927221550463,,,
33.51533465,35.23412915,-11.9190351513044,,,
33.01550768,41.191584375,-14.7303922171289,,,
32.51527481,48.56021075,-17.9816102858833,,,
32.01490515,57.557662975,-21.8056778095982,,,
31.51469447,68.4650959,-25.8534242921529,,,
31.01437282,81.4001238,-28.1958638677786,,,
30.5143419,95.49892755,-29.1794286942173,,,
30.01392442,110.100823725,-26.2925959389434,,,
29.51366693,123.253891775,-18.9420872913047,,,
29.01310642,132.73555265,-8.74232548793557,,,
28.51290361,137.108488425,1.95268606060408,,,
28.01277584,136.1318959,10.6483246424394,,,
27.51257605,130.80560615,15.9540683673272,,,
27.01228064,122.823858975,17.2416934835667,,,
26.51197735,114.197783,17.3304064033063,,,
26.01185322,105.530428575,16.4169715641282,,,
25.51143635,97.31509905,15.5133683255797,,,
25.01117886,89.55442035,14.6680369605651,,,
24.5109127,82.216497825,14.4425523405381,,,
24.01064654,74.991377625,14.3201034600201,,,
23.51023875,67.8254863,13.7715174413816,,,
23.01003755,60.93695675,13.1278342681744,,,
22.50995255,54.37192375,11.9315619058966,,,
22.00958188,48.401720125,10.5447652605565,,,
21.50931572,43.1265309,8.85890442464703,,,
21.00899468,38.694234625,7.33295283451877,,,
20.50874345,35.02591595,5.828387954154,,,
20.00851723,32.110403475,4.49696935240835,,,
19.50818852,29.8604406,3.34242473095256,,,
19.0079849,28.18854765,2.24918395710974,,,
18.50775384,27.063435975,1.41236754206122,,,
18.00745257,26.3568267,0.829799381193394,,,
17.50718641,25.94170615,1.08321948438321,,,
17.00696221,25.39985355,3.45748270713463,,,
16.5066793,23.67013404,6.77746954684693,,,
16.00638792,20.2794244475,-4.31571719684411,,,
15.50614032,22.4383516175,-15.3120729809133,,,
15.00582896,30.099155675,-8.05445823123974,,,
14.50558943,34.128314075,3.36703860800818,,,
14.00532327,32.4438986,11.2123962007137,,,
13.50501877,26.834286325,12.6047185439483,,,
13.00479094,20.52905532,10.2645883886982,,,
12.50449734,15.3937474425,7.25385220572586,,,
12.00425861,11.7650896275,4.90355146648336,,,
11.50399245,9.312008765,3.30714348138199,,,
11.00372629,7.657556795,2.33321382008865,,,
10.50344701,6.490298265,1.87474709549497,,,
10.00319396,5.5524503125,1.90422771049585,,,
9.502914482,4.5998042675,2.26418933351081,,,
9.002661634,3.467137105,2.46435456165821,,,
8.752527594,2.8507181425,2.39264317965013,,,
8.50239547,2.252241222,2.13749312603639,,,
8.25224867,1.7175541565,1.76545888812295,,,
8.002129307,1.275978704,1.36572896905999,,,
7.751984877,0.9343492095,1.00347817882233,,,
7.501853258,0.683347588,0.713291405201205,,,
7.251723505,0.504932185,0.497159284214733,,,
7.001589717,0.38057585,0.342908568377982,,,
6.751457241,0.29480328075,0.236505009637572,,,
6.501325773,0.2356459355,0.163493598940909,,,
6.25119365,0.1947509345,0.111878306011463,,,
6.001061426,0.166766565,0.0726400653228643,,,
5.7509291,0.1485969365,0.0342269068705232,,,
5.500796674,0.14003567725,-0.0254045987797722,,,
5.250662887,0.14639022575,-0.18679881421412,,,
5.000530713,0.19311461925,-0.0508439226070404,,,
4.750397883,0.2058323535,0.750760718736912,,,
4.500265356,0.01804267775,,,,